,Date,jci_vavs_air_flow_cfm,office_zone_temps_avg_F,out_temp_F,rtu_cooling_pid,rtu_power,rtu_supply_air_static_pressure_inchwc,rtu_supply_air_temp_F,trane_vavs_air_flow_cfm
0,2022-06-13 00:00:00,275.0,73.9,60.2,0.0,359.0,0.0319,72.2,0.0
5,2022-06-13 00:01:00,297.0,73.9,60.2,0.0,359.0,0.0319,72.2,0.0
8,2022-06-13 00:01:00,304.3333333333333,73.9,60.2,0.0,359.0,0.0319,72.16666666666667,0.0
9,2022-06-13 00:01:00,319.0,73.9,60.2,0.0,359.6666666666667,0.0319,72.13333333333334,0.0
10,2022-06-13 00:02:00,321.3333333333333,73.9,60.2,0.0,360.3333333333333,0.0319,72.1,0.0
11,2022-06-13 00:02:00,323.6666666666667,73.9,60.166666666666664,0.0,361.0,0.0319,72.1,0.0
13,2022-06-13 00:02:00,326.0,73.9,60.13333333333333,0.0,361.0,0.03183333333333333,72.1,0.0
14,2022-06-13 00:02:00,326.0,73.9,60.1,0.0,361.3333333333333,0.031766666666666665,72.1,0.0
15,2022-06-13 00:03:00,308.6666666666667,73.9,60.1,0.0,361.6666666666667,0.0317,72.1,0.0
18,2022-06-13 00:03:00,291.3333333333333,73.9,60.1,0.0,362.0,0.031766666666666665,72.1,0.0
19,2022-06-13 00:03:00,274.0,73.9,60.1,0.0,361.6666666666667,0.03183333333333333,72.1,0.0
20,2022-06-13 00:04:00,273.3333333333333,73.9,60.1,0.0,361.3333333333333,0.0319,72.1,0.0
23,2022-06-13 00:04:00,272.6666666666667,73.9,60.1,0.0,361.0,0.03186666666666667,72.06666666666666,0.0
24,2022-06-13 00:04:00,272.0,73.9,60.1,0.0,361.3333333333333,0.03183333333333333,72.03333333333333,0.0
25,2022-06-13 00:05:00,272.6666666666667,73.9,60.1,0.0,361.6666666666667,0.0318,72.0,0.0
28,2022-06-13 00:05:00,273.3333333333333,73.9,60.1,0.0,362.0,0.03183333333333333,72.0,0.0
30,2022-06-13 00:06:00,273.3333333333333,73.9,60.1,0.0,362.0,0.03186666666666667,72.0,0.0
31,2022-06-13 00:06:00,272.6666666666667,73.9,60.06666666666666,0.0,362.0,0.0319,72.0,0.0
33,2022-06-13 00:06:00,272.0,73.9,60.03333333333334,0.0,362.0,0.03183333333333333,72.0,0.0
35,2022-06-13 00:07:00,272.3333333333333,73.9,60.0,0.0,362.0,0.031766666666666665,72.0,0.0
40,2022-06-13 00:08:00,290.3333333333333,73.9,60.0,0.0,362.0,0.0317,72.0,0.0
43,2022-06-13 00:08:00,308.3333333333333,73.9,60.0,0.0,362.0,0.0317,71.96666666666667,0.0
44,2022-06-13 00:08:00,326.0,73.9,60.0,0.0,361.6666666666667,0.0317,71.93333333333334,0.0
45,2022-06-13 00:09:00,323.3333333333333,73.9,60.0,0.0,361.3333333333333,0.0317,71.9,0.0
49,2022-06-13 00:09:00,320.6666666666667,73.9,60.0,0.0,362.0,0.0317,71.9,0.0
50,2022-06-13 00:10:00,303.3333333333333,73.9,60.0,0.0,363.0,0.0317,71.9,0.0
53,2022-06-13 00:10:00,288.6666666666667,73.9,60.0,0.0,364.0,0.031766666666666665,71.9,0.0
55,2022-06-13 00:11:00,274.3333333333333,73.9,60.0,0.0,364.0,0.03183333333333333,71.9,0.0
59,2022-06-13 00:11:00,274.6666666666667,73.9,60.0,0.0,363.6666666666667,0.0319,71.9,0.0
60,2022-06-13 00:12:00,292.3333333333333,73.9,60.0,0.0,363.3333333333333,0.0319,71.9,0.0
61,2022-06-13 00:12:00,309.6666666666667,73.9,59.96666666666667,0.0,363.0,0.0319,71.9,0.0
64,2022-06-13 00:12:00,327.0,73.9,59.93333333333334,0.0,362.6666666666667,0.0319,71.9,0.0
65,2022-06-13 00:13:00,309.6666666666667,73.9,59.9,0.0,362.3333333333333,0.0319,71.9,0.0
68,2022-06-13 00:13:00,292.3333333333333,73.9,59.9,0.0,362.0,0.03183333333333333,71.86666666666667,0.0
69,2022-06-13 00:13:00,275.0,73.9,59.9,0.0,361.3333333333333,0.031766666666666665,71.83333333333333,0.0
70,2022-06-13 00:14:00,275.0,73.9,59.9,0.0,360.6666666666667,0.0317,71.8,0.0
74,2022-06-13 00:14:00,275.0,73.9,59.9,0.0,361.0,0.0317,71.8,0.0
75,2022-06-13 00:15:00,291.6666666666667,73.9,59.9,0.0,362.0,0.0317,71.8,0.0
76,2022-06-13 00:15:00,308.3333333333333,73.9,59.86666666666667,0.0,363.0,0.0317,71.8,0.0
78,2022-06-13 00:15:00,325.0,73.9,59.833333333333336,0.0,363.0,0.031766666666666665,71.8,0.0
79,2022-06-13 00:15:00,325.0,73.9,59.8,0.0,363.3333333333333,0.03183333333333333,71.8,0.0
80,2022-06-13 00:16:00,308.3333333333333,73.9,59.8,0.0,363.6666666666667,0.0319,71.8,0.0
84,2022-06-13 00:16:00,291.6666666666667,73.9,59.8,0.0,363.3333333333333,0.0319,71.8,0.0
85,2022-06-13 00:17:00,292.0,73.9,59.8,0.0,362.6666666666667,0.0319,71.8,0.0
86,2022-06-13 00:17:00,309.0,73.9,59.76666666666667,0.0,362.0,0.0319,71.8,0.0
88,2022-06-13 00:17:00,326.0,73.9,59.73333333333333,0.0,362.0,0.03186666666666666,71.8,0.0
90,2022-06-13 00:18:00,308.3333333333333,73.9,59.7,0.0,362.0,0.03183333333333333,71.8,0.0
93,2022-06-13 00:18:00,290.6666666666667,73.9,59.7,0.0,362.0,0.031766666666666665,71.8,0.0
95,2022-06-13 00:19:00,290.6666666666667,73.9,59.7,0.0,362.0,0.031733333333333336,71.8,0.0
98,2022-06-13 00:19:00,308.3333333333333,73.9,59.7,0.0,362.0,0.0317,71.76666666666667,0.0
100,2022-06-13 00:20:00,325.6666666666667,73.9,59.7,0.0,362.0,0.0317,71.73333333333333,0.0
104,2022-06-13 00:20:00,325.3333333333333,73.9,59.7,0.0,361.0,0.0317,71.7,0.0
105,2022-06-13 00:21:00,308.3333333333333,73.9,59.7,0.0,360.0,0.0317,71.7,0.0
106,2022-06-13 00:21:00,291.6666666666667,73.9,59.666666666666664,0.0,359.0,0.0317,71.7,0.0
108,2022-06-13 00:21:00,275.0,73.9,59.63333333333333,0.0,359.0,0.03173333333333333,71.7,0.0
109,2022-06-13 00:21:00,275.0,73.9,59.6,0.0,359.3333333333333,0.031766666666666665,71.7,0.0
110,2022-06-13 00:22:00,291.6666666666667,73.9,59.6,0.0,359.6666666666667,0.0318,71.7,0.0
114,2022-06-13 00:22:00,308.3333333333333,73.9,59.6,0.0,360.3333333333333,0.0318,71.7,0.0
115,2022-06-13 00:23:00,326.0,73.9,59.6,0.0,360.6666666666667,0.0318,71.7,0.0
118,2022-06-13 00:23:00,327.0,73.9,59.6,0.0,361.0,0.03183333333333333,71.7,0.0
120,2022-06-13 00:24:00,310.6666666666667,73.9,59.6,0.0,361.0,0.03186666666666667,71.7,0.0
123,2022-06-13 00:24:00,293.3333333333333,73.9,59.6,0.0,361.0,0.031933333333333334,71.66666666666667,0.0
124,2022-06-13 00:24:00,276.0,73.9,59.6,0.0,360.6666666666667,0.031966666666666664,71.63333333333334,0.0
125,2022-06-13 00:25:00,293.3333333333333,73.9,59.6,0.0,360.3333333333333,0.032,71.6,0.0
126,2022-06-13 00:25:00,310.6666666666667,73.9,59.56666666666667,0.0,360.0,0.032,71.6,0.0
128,2022-06-13 00:25:00,328.0,73.9,59.53333333333333,0.0,360.0,0.031933333333333334,71.6,0.0
129,2022-06-13 00:25:00,328.0,73.9,59.5,0.0,360.6666666666667,0.03186666666666667,71.6,0.0
130,2022-06-13 00:26:00,328.0,73.9,59.5,0.0,361.3333333333333,0.0318,71.6,0.0
132,2022-06-13 00:26:00,328.0,73.86666666666667,59.5,0.0,362.0,0.0318,71.6,0.0
133,2022-06-13 00:26:00,328.0,73.83333333333333,59.5,0.0,362.0,0.031766666666666665,71.6,0.0
134,2022-06-13 00:26:00,328.0,73.8,59.5,0.0,361.6666666666667,0.031733333333333336,71.6,0.0
135,2022-06-13 00:27:00,327.6666666666667,73.8,59.5,0.0,361.3333333333333,0.0317,71.6,0.0
138,2022-06-13 00:27:00,327.3333333333333,73.8,59.5,0.0,361.0,0.031766666666666665,71.6,0.0
140,2022-06-13 00:28:00,309.6666666666667,73.8,59.5,0.0,361.0,0.03183333333333333,71.6,0.0
143,2022-06-13 00:28:00,292.3333333333333,73.8,59.5,0.0,361.0,0.0319,71.56666666666666,0.0
144,2022-06-13 00:28:00,275.0,73.8,59.5,0.0,361.3333333333333,0.0319,71.53333333333333,0.0
145,2022-06-13 00:29:00,292.3333333333333,73.8,59.5,0.0,361.6666666666667,0.0319,71.5,0.0
146,2022-06-13 00:29:00,309.6666666666667,73.8,59.46666666666667,0.0,362.0,0.0319,71.5,0.0
148,2022-06-13 00:29:00,327.0,73.8,59.43333333333334,0.0,362.0,0.03186666666666666,71.5,0.0
150,2022-06-13 00:30:00,327.3333333333333,73.8,59.4,0.0,362.0,0.03183333333333333,71.5,0.0
153,2022-06-13 00:30:00,327.6666666666667,73.8,59.4,0.0,362.0,0.03183333333333333,71.46666666666667,0.0
154,2022-06-13 00:30:00,328.0,73.8,59.4,0.0,362.6666666666667,0.03186666666666666,71.43333333333334,0.0
155,2022-06-13 00:31:00,310.3333333333333,73.8,59.4,0.0,363.3333333333333,0.0319,71.4,0.0
158,2022-06-13 00:31:00,292.6666666666667,73.8,59.4,0.0,364.0,0.03186666666666666,71.43333333333334,0.0
159,2022-06-13 00:31:00,275.0,73.8,59.4,0.0,363.3333333333333,0.03183333333333333,71.46666666666667,0.0
160,2022-06-13 00:32:00,275.3333333333333,73.8,59.4,0.0,362.6666666666667,0.0318,71.5,0.0
161,2022-06-13 00:32:00,275.6666666666667,73.8,59.36666666666667,0.0,362.0,0.0318,71.5,0.0
163,2022-06-13 00:32:00,276.0,73.8,59.333333333333336,0.0,362.0,0.03176666666666667,71.46666666666667,0.0
165,2022-06-13 00:33:00,275.6666666666667,73.8,59.3,0.0,362.0,0.031733333333333336,71.43333333333334,0.0
169,2022-06-13 00:33:00,275.3333333333333,73.8,59.3,0.0,362.3333333333333,0.0317,71.4,0.0
170,2022-06-13 00:34:00,292.6666666666667,73.8,59.3,0.0,362.6666666666667,0.0317,71.4,0.0
173,2022-06-13 00:34:00,310.3333333333333,73.8,59.3,0.0,363.0,0.031766666666666665,71.4,0.0
174,2022-06-13 00:34:00,328.0,73.8,59.3,0.0,362.3333333333333,0.03183333333333333,71.4,0.0
175,2022-06-13 00:35:00,310.3333333333333,73.8,59.3,0.0,361.6666666666667,0.0319,71.4,0.0
178,2022-06-13 00:35:00,292.6666666666667,73.8,59.3,0.0,361.0,0.03183333333333333,71.4,0.0
180,2022-06-13 00:36:00,292.6666666666667,73.8,59.3,0.0,361.0,0.031766666666666665,71.4,0.0
181,2022-06-13 00:36:00,310.3333333333333,73.8,59.26666666666667,0.0,361.0,0.0317,71.4,0.0
183,2022-06-13 00:36:00,328.0,73.8,59.23333333333333,0.0,361.0,0.031766666666666665,71.36666666666667,0.0
185,2022-06-13 00:37:00,328.0,73.8,59.2,0.0,361.0,0.03183333333333333,71.33333333333333,0.0
188,2022-06-13 00:37:00,328.0,73.8,59.2,0.0,361.0,0.0319,71.33333333333333,0.0
189,2022-06-13 00:37:00,328.0,73.8,59.2,0.0,362.3333333333333,0.0319,71.36666666666666,0.0
190,2022-06-13 00:38:00,327.6666666666667,73.8,59.2,0.0,363.6666666666667,0.0319,71.4,0.0
193,2022-06-13 00:38:00,327.3333333333333,73.8,59.2,0.0,365.0,0.0319,71.36666666666667,0.0
194,2022-06-13 00:38:00,327.0,73.8,59.2,0.0,363.6666666666667,0.0319,71.33333333333333,0.0
195,2022-06-13 00:39:00,309.3333333333333,73.8,59.2,0.0,362.3333333333333,0.0319,71.3,0.0
198,2022-06-13 00:39:00,291.6666666666667,73.8,59.2,0.0,361.0,0.03183333333333333,71.33333333333333,0.0
199,2022-06-13 00:39:00,274.0,73.8,59.2,0.0,360.6666666666667,0.031766666666666665,71.36666666666667,0.0
200,2022-06-13 00:40:00,274.6666666666667,73.8,59.2,0.0,360.3333333333333,0.0317,71.4,0.0
204,2022-06-13 00:40:00,275.3333333333333,73.8,59.2,0.0,361.0,0.0317,71.4,0.0
205,2022-06-13 00:41:00,275.3333333333333,73.8,59.2,0.0,362.0,0.0317,71.4,0.0
206,2022-06-13 00:41:00,274.6666666666667,73.8,59.166666666666664,0.0,363.0,0.0317,71.4,0.0
209,2022-06-13 00:41:00,274.0,73.8,59.13333333333333,0.0,362.6666666666667,0.0317,71.4,0.0
210,2022-06-13 00:42:00,291.3333333333333,73.8,59.1,0.0,362.3333333333333,0.0317,71.4,0.0
213,2022-06-13 00:42:00,308.6666666666667,73.8,59.1,0.0,362.0,0.0317,71.36666666666666,0.0
214,2022-06-13 00:42:00,326.0,73.8,59.1,0.0,361.6666666666667,0.0317,71.33333333333333,0.0
215,2022-06-13 00:43:00,326.3333333333333,73.8,59.1,0.0,361.3333333333333,0.0317,71.3,0.0
218,2022-06-13 00:43:00,326.6666666666667,73.8,59.1,0.0,361.0,0.031766666666666665,71.26666666666667,0.0
219,2022-06-13 00:43:00,327.0,73.8,59.1,0.0,361.6666666666667,0.03183333333333333,71.23333333333333,0.0
220,2022-06-13 00:44:00,325.6666666666667,73.8,59.1,0.0,362.3333333333333,0.0319,71.2,0.0
223,2022-06-13 00:44:00,324.3333333333333,73.8,59.1,0.0,363.0,0.03183333333333333,71.2,0.0
224,2022-06-13 00:44:00,323.0,73.8,59.1,0.0,362.6666666666667,0.031766666666666665,71.2,0.0
225,2022-06-13 00:45:00,324.0,73.8,59.1,0.0,362.3333333333333,0.0317,71.2,0.0
227,2022-06-13 00:45:00,325.0,73.76666666666667,59.1,0.0,362.0,0.0317,71.2,0.0
230,2022-06-13 00:46:00,326.6666666666667,73.73333333333333,59.1,0.0,362.0,0.0317,71.2,0.0
235,2022-06-13 00:47:00,309.6666666666667,73.7,59.1,0.0,362.0,0.0317,71.2,0.0
236,2022-06-13 00:47:00,292.6666666666667,73.7,59.06666666666667,0.0,362.0,0.0317,71.2,0.0
238,2022-06-13 00:47:00,275.0,73.7,59.03333333333333,0.0,362.0,0.031766666666666665,71.2,0.0
239,2022-06-13 00:47:00,275.0,73.7,59.0,0.0,362.6666666666667,0.03183333333333333,71.2,0.0
240,2022-06-13 00:48:00,292.6666666666667,73.7,59.0,0.0,363.3333333333333,0.0319,71.2,0.0
244,2022-06-13 00:48:00,310.3333333333333,73.7,59.0,0.0,363.0,0.0319,71.2,0.0
245,2022-06-13 00:49:00,327.3333333333333,73.7,59.0,0.0,362.0,0.0319,71.2,0.0
248,2022-06-13 00:49:00,326.6666666666667,73.7,59.0,0.0,361.0,0.03186666666666666,71.16666666666667,0.0
249,2022-06-13 00:49:00,326.0,73.7,59.0,0.0,361.6666666666667,0.03183333333333333,71.13333333333333,0.0
250,2022-06-13 00:50:00,326.6666666666667,73.7,59.0,0.0,362.3333333333333,0.0318,71.1,0.0
253,2022-06-13 00:50:00,327.3333333333333,73.7,59.0,0.0,363.0,0.03176666666666667,71.1,0.0
254,2022-06-13 00:50:00,328.0,73.7,59.0,0.0,362.6666666666667,0.031733333333333336,71.1,0.0
255,2022-06-13 00:51:00,327.6666666666667,73.7,59.0,0.0,362.3333333333333,0.0317,71.1,0.0
256,2022-06-13 00:51:00,327.3333333333333,73.7,58.96666666666667,0.0,362.0,0.0317,71.1,0.0
259,2022-06-13 00:51:00,327.0,73.7,58.93333333333334,0.0,363.3333333333333,0.0317,71.1,0.0
260,2022-06-13 00:52:00,326.6666666666667,73.7,58.9,0.0,364.6666666666667,0.0317,71.1,0.0
264,2022-06-13 00:52:00,326.3333333333333,73.7,58.9,0.0,365.0,0.0317,71.1,0.0
265,2022-06-13 00:53:00,326.6666666666667,73.7,58.9,0.0,364.0,0.0317,71.1,0.0
268,2022-06-13 00:53:00,327.3333333333333,73.7,58.9,0.0,363.0,0.03173333333333333,71.06666666666666,0.0
269,2022-06-13 00:53:00,328.0,73.7,58.9,0.0,363.3333333333333,0.031766666666666665,71.03333333333335,0.0
270,2022-06-13 00:54:00,330.3333333333333,73.7,58.9,0.0,363.6666666666667,0.0318,71.0,0.0
273,2022-06-13 00:54:00,332.6666666666667,73.7,58.9,0.0,364.0,0.031733333333333336,71.0,0.0
275,2022-06-13 00:55:00,332.6666666666667,73.7,58.9,0.0,364.0,0.03166666666666667,71.0,0.0
278,2022-06-13 00:55:00,330.3333333333333,73.7,58.9,0.0,364.0,0.0317,71.0,0.0
279,2022-06-13 00:55:00,328.0,73.7,58.9,0.0,363.6666666666667,0.0318,71.0,0.0
280,2022-06-13 00:56:00,309.6666666666667,73.7,58.9,0.0,363.3333333333333,0.0319,71.0,0.0
283,2022-06-13 00:56:00,291.3333333333333,73.7,58.9,0.0,363.0,0.03183333333333333,70.96666666666665,0.0
284,2022-06-13 00:56:00,273.0,73.7,58.9,0.0,364.0,0.031766666666666665,70.93333333333334,0.0
285,2022-06-13 00:57:00,291.3333333333333,73.7,58.9,0.0,365.0,0.0317,70.9,0.0
286,2022-06-13 00:57:00,309.6666666666667,73.7,58.86666666666667,0.0,366.0,0.0317,70.9,0.0
289,2022-06-13 00:57:00,328.0,73.7,58.833333333333336,0.0,365.0,0.0317,70.9,0.0
290,2022-06-13 00:58:00,327.0,73.7,58.8,0.0,364.0,0.0317,70.9,0.0
293,2022-06-13 00:58:00,326.0,73.7,58.8,0.0,363.0,0.031766666666666665,70.9,0.0
294,2022-06-13 00:58:00,325.0,73.7,58.8,0.0,363.6666666666667,0.03183333333333333,70.9,0.0
295,2022-06-13 00:59:00,326.0,73.7,58.8,0.0,364.3333333333333,0.0319,70.9,0.0
298,2022-06-13 00:59:00,327.0,73.7,58.8,0.0,365.0,0.03183333333333333,70.9,0.0
300,2022-06-13 01:00:00,327.6666666666667,73.7,58.8,0.0,365.0,0.031766666666666665,70.9,0.0
303,2022-06-13 01:00:00,327.3333333333333,73.7,58.8,0.0,365.0,0.03166666666666667,70.93333333333334,0.0
304,2022-06-13 01:00:00,327.0,73.7,58.8,0.0,364.3333333333333,0.03163333333333333,70.96666666666665,0.0
305,2022-06-13 01:01:00,327.3333333333333,73.7,58.8,0.0,363.6666666666667,0.0316,71.0,0.0
308,2022-06-13 01:01:00,327.6666666666667,73.7,58.8,0.0,363.0,0.03166666666666667,71.0,0.0
309,2022-06-13 01:01:00,328.0,73.7,58.8,0.0,364.0,0.031733333333333336,71.0,0.0
310,2022-06-13 01:02:00,327.3333333333333,73.7,58.8,0.0,365.0,0.0318,71.0,0.0
313,2022-06-13 01:02:00,326.6666666666667,73.7,58.8,0.0,366.0,0.03183333333333333,70.96666666666668,0.0
314,2022-06-13 01:02:00,326.0,73.7,58.8,0.0,365.3333333333333,0.03186666666666666,70.93333333333334,0.0
315,2022-06-13 01:03:00,325.6666666666667,73.7,58.8,0.0,364.6666666666667,0.0319,70.9,0.0
316,2022-06-13 01:03:00,325.3333333333333,73.7,58.76666666666667,0.0,364.0,0.0319,70.9,0.0
318,2022-06-13 01:03:00,325.0,73.7,58.73333333333333,0.0,364.0,0.0318,70.9,0.0
319,2022-06-13 01:03:00,325.0,73.7,58.7,0.0,363.6666666666667,0.0317,70.9,0.0
320,2022-06-13 01:04:00,325.0,73.7,58.7,0.0,363.3333333333333,0.0316,70.9,0.0
323,2022-06-13 01:04:00,325.0,73.7,58.7,0.0,363.0,0.0317,70.9,0.0
324,2022-06-13 01:04:00,325.0,73.7,58.7,0.0,362.6666666666667,0.0318,70.9,0.0
325,2022-06-13 01:05:00,325.3333333333333,73.7,58.7,0.0,362.3333333333333,0.0319,70.9,0.0
328,2022-06-13 01:05:00,325.6666666666667,73.7,58.7,0.0,362.0,0.03183333333333333,70.86666666666667,0.0
329,2022-06-13 01:05:00,326.0,73.7,58.7,0.0,362.6666666666667,0.031766666666666665,70.83333333333333,0.0
330,2022-06-13 01:06:00,311.0,73.7,58.7,0.0,363.3333333333333,0.0317,70.8,0.0
331,2022-06-13 01:06:00,296.0,73.7,58.666666666666664,0.0,364.0,0.0317,70.8,0.0
333,2022-06-13 01:06:00,281.0,73.7,58.63333333333333,0.0,364.0,0.031766666666666665,70.8,0.0
334,2022-06-13 01:06:00,281.0,73.7,58.6,0.0,364.3333333333333,0.03183333333333333,70.8,0.0
335,2022-06-13 01:07:00,296.3333333333333,73.7,58.6,0.0,364.6666666666667,0.0319,70.8,0.0
338,2022-06-13 01:07:00,311.6666666666667,73.7,58.6,0.0,365.0,0.03183333333333333,70.8,0.0
339,2022-06-13 01:07:00,327.0,73.7,58.6,0.0,363.0,0.031766666666666665,70.8,0.0
340,2022-06-13 01:08:00,327.3333333333333,73.7,58.6,0.0,361.0,0.0317,70.8,0.0
343,2022-06-13 01:08:00,327.6666666666667,73.7,58.6,0.0,359.0,0.0317,70.83333333333333,0.0
344,2022-06-13 01:08:00,328.0,73.7,58.6,0.0,359.3333333333333,0.0317,70.86666666666667,0.0
345,2022-06-13 01:09:00,327.3333333333333,73.7,58.6,0.0,359.6666666666667,0.0317,70.9,0.0
347,2022-06-13 01:09:00,326.6666666666667,73.66666666666667,58.6,0.0,360.0,0.0317,70.9,0.0
348,2022-06-13 01:09:00,326.0,73.63333333333334,58.6,0.0,360.0,0.0317,70.86666666666666,0.0
349,2022-06-13 01:09:00,326.0,73.6,58.6,0.0,360.3333333333333,0.0317,70.83333333333333,0.0
350,2022-06-13 01:10:00,325.6666666666667,73.6,58.6,0.0,360.6666666666667,0.0317,70.8,0.0
353,2022-06-13 01:10:00,325.3333333333333,73.6,58.6,0.0,361.0,0.0317,70.76666666666667,0.0
355,2022-06-13 01:11:00,325.3333333333333,73.6,58.6,0.0,361.0,0.0317,70.73333333333333,0.0
358,2022-06-13 01:11:00,325.6666666666667,73.6,58.6,0.0,361.0,0.03173333333333333,70.7,0.0
359,2022-06-13 01:11:00,326.0,73.6,58.6,0.0,360.3333333333333,0.031766666666666665,70.7,0.0
360,2022-06-13 01:12:00,326.6666666666667,73.6,58.6,0.0,359.6666666666667,0.0318,70.7,0.0
363,2022-06-13 01:12:00,327.3333333333333,73.6,58.6,0.0,359.0,0.031766666666666665,70.7,0.0
365,2022-06-13 01:13:00,327.3333333333333,73.6,58.6,0.0,359.0,0.031733333333333336,70.7,0.0
370,2022-06-13 01:14:00,330.3333333333333,73.6,58.6,0.0,359.0,0.0317,70.7,0.0
373,2022-06-13 01:14:00,333.3333333333333,73.6,58.6,0.0,359.0,0.03173333333333333,70.66666666666667,0.0
375,2022-06-13 01:15:00,333.3333333333333,73.6,58.6,0.0,359.0,0.031766666666666665,70.63333333333334,0.0
376,2022-06-13 01:15:00,329.6666666666667,73.6,58.56666666666667,0.0,359.0,0.0318,70.6,0.0
378,2022-06-13 01:15:00,326.0,73.6,58.53333333333333,0.0,359.0,0.031766666666666665,70.6,0.0
379,2022-06-13 01:15:00,326.0,73.6,58.5,0.0,358.6666666666667,0.031733333333333336,70.6,0.0
380,2022-06-13 01:16:00,326.0,73.6,58.5,0.0,358.3333333333333,0.0317,70.6,0.0
385,2022-06-13 01:17:00,326.6666666666667,73.6,58.5,0.0,358.0,0.0317,70.6,0.0
388,2022-06-13 01:17:00,327.3333333333333,73.6,58.5,0.0,358.0,0.031766666666666665,70.6,0.0
390,2022-06-13 01:18:00,310.3333333333333,73.6,58.5,0.0,358.0,0.03183333333333333,70.6,0.0
391,2022-06-13 01:18:00,292.6666666666667,73.6,58.46666666666667,0.0,358.0,0.0319,70.6,0.0
393,2022-06-13 01:18:00,275.0,73.6,58.43333333333334,0.0,358.0,0.03183333333333333,70.6,0.0
394,2022-06-13 01:18:00,275.0,73.6,58.4,0.0,358.6666666666667,0.031766666666666665,70.6,0.0
395,2022-06-13 01:19:00,274.6666666666667,73.6,58.4,0.0,359.3333333333333,0.0317,70.6,0.0
398,2022-06-13 01:19:00,274.3333333333333,73.6,58.4,0.0,360.0,0.03173333333333333,70.56666666666666,0.0
400,2022-06-13 01:20:00,291.3333333333333,73.6,58.4,0.0,360.0,0.031766666666666665,70.53333333333333,0.0
403,2022-06-13 01:20:00,308.6666666666667,73.6,58.4,0.0,360.0,0.031766666666666665,70.5,0.0
404,2022-06-13 01:20:00,326.0,73.6,58.4,0.0,359.3333333333333,0.031733333333333336,70.5,0.0
405,2022-06-13 01:21:00,326.6666666666667,73.6,58.4,0.0,358.6666666666667,0.0317,70.5,0.0
406,2022-06-13 01:21:00,327.3333333333333,73.6,58.36666666666667,0.0,358.0,0.0317,70.5,0.0
409,2022-06-13 01:21:00,328.0,73.6,58.333333333333336,0.0,358.6666666666667,0.0317,70.5,0.0
410,2022-06-13 01:22:00,327.3333333333333,73.6,58.3,0.0,359.3333333333333,0.0317,70.5,0.0
413,2022-06-13 01:22:00,326.6666666666667,73.6,58.3,0.0,360.0,0.031766666666666665,70.46666666666667,0.0
415,2022-06-13 01:23:00,326.0,73.6,58.3,0.0,360.0,0.03183333333333333,70.43333333333334,0.0
416,2022-06-13 01:23:00,326.0,73.6,58.26666666666667,0.0,360.0,0.0319,70.4,0.0
418,2022-06-13 01:23:00,326.0,73.6,58.23333333333333,0.0,360.0,0.03183333333333333,70.4,0.0
419,2022-06-13 01:23:00,326.0,73.6,58.2,0.0,358.6666666666667,0.031766666666666665,70.4,0.0
420,2022-06-13 01:24:00,325.6666666666667,73.6,58.2,0.0,357.3333333333333,0.0317,70.4,0.0
423,2022-06-13 01:24:00,325.3333333333333,73.6,58.2,0.0,356.0,0.0317,70.36666666666667,0.0
424,2022-06-13 01:24:00,325.0,73.6,58.2,0.0,356.3333333333333,0.0317,70.33333333333333,0.0
425,2022-06-13 01:25:00,307.6666666666667,73.6,58.2,0.0,356.6666666666667,0.0317,70.3,0.0
428,2022-06-13 01:25:00,290.3333333333333,73.6,58.2,0.0,357.0,0.031766666666666665,70.33333333333333,0.0
430,2022-06-13 01:26:00,290.6666666666667,73.6,58.2,0.0,357.0,0.03183333333333333,70.36666666666667,0.0
433,2022-06-13 01:26:00,308.3333333333333,73.6,58.2,0.0,357.0,0.03183333333333333,70.4,0.0
434,2022-06-13 01:26:00,326.0,73.6,58.2,0.0,356.3333333333333,0.031766666666666665,70.4,0.0
435,2022-06-13 01:27:00,325.6666666666667,73.6,58.2,0.0,355.6666666666667,0.0317,70.4,0.0
438,2022-06-13 01:27:00,325.3333333333333,73.6,58.2,0.0,355.0,0.031766666666666665,70.4,0.0
439,2022-06-13 01:27:00,325.0,73.6,58.2,0.0,355.6666666666667,0.03183333333333333,70.4,0.0
440,2022-06-13 01:28:00,325.0,73.6,58.2,0.0,356.3333333333333,0.0319,70.4,0.0
441,2022-06-13 01:28:00,325.0,73.6,58.166666666666664,0.0,357.0,0.0319,70.4,0.0
445,2022-06-13 01:29:00,327.6666666666667,73.6,58.13333333333333,0.0,357.0,0.0319,70.4,0.0
448,2022-06-13 01:29:00,330.3333333333333,73.6,58.1,0.0,357.0,0.0319,70.36666666666666,0.0
449,2022-06-13 01:29:00,333.0,73.6,58.1,0.0,356.3333333333333,0.0319,70.33333333333333,0.0
450,2022-06-13 01:30:00,330.3333333333333,73.6,58.1,0.0,355.6666666666667,0.0319,70.3,0.0
453,2022-06-13 01:30:00,327.6666666666667,73.6,58.1,0.0,355.0,0.03183333333333333,70.3,0.0
454,2022-06-13 01:30:00,325.0,73.6,58.1,0.0,356.0,0.031766666666666665,70.3,0.0
455,2022-06-13 01:31:00,325.0,73.6,58.1,0.0,357.0,0.0317,70.3,0.0
458,2022-06-13 01:31:00,325.0,73.6,58.1,0.0,358.0,0.031766666666666665,70.3,0.0
